store_desc,store_desc1,address,coor_x,coor_y
上海市闵行区海底捞火锅(中骏广场店),上海市闵行区海底捞火锅(中骏广场店),上海市闵行区申长路1688弄中骏广场8-147号(申长路与申贵路交叉口),121.319599,31.21951
上海市青浦区海底捞火锅(嘉松中路元祖梦世界店),上海市青浦区海底捞火锅(嘉松中路元祖梦世界店),上海市青浦区嘉松中路6200号梦幻天空4楼B-006-009,121.231051,31.154297
上海市浦东新区海底捞火锅(周浦永乐店),上海市浦东新区海底捞火锅(周浦永乐店),上海市浦东新区上南路6717号领丰汇F4,121.566769,31.127288
上海市闵行区海底捞火锅(新田360店),上海市闵行区海底捞火锅(新田360店),上海市闵行区浦江镇陈行公路2699号商铺,121.509299,31.099235
上海市闵行区海底捞火锅(浦江万达店),上海市闵行区海底捞火锅(浦江万达店),上海市闵行区浦江镇永跃路360号万达广场F4,121.517959,31.032704
上海市浦东新区海底捞火锅(新环广场店),上海市浦东新区海底捞火锅(新环广场店),上海市浦东新区新环西路989号上海新环广场F3,121.644271,31.036212
上海市浦东新区海底捞火锅(高科东路店),上海市浦东新区海底捞火锅(高科东路店),上海市浦东新区高科东路515弄恒生万鹂广场2号楼4层,121.659263,31.217619
上海市浦东新区海底捞火锅(曹路宝龙店),上海市浦东新区海底捞火锅(曹路宝龙店),上海市浦东新区金海路2505弄曹路宝龙广场第4层M1-F4-401-3号,121.660479,31.272353
上海市浦东新区海底捞火锅(华夏东路店),上海市浦东新区海底捞火锅(华夏东路店),上海市浦东新区华夏东路2255号金汇商业广场F4,121.702042,31.20657
上海市闵行区海底捞火锅(吴中路店),上海市闵行区海底捞火锅(吴中路店),上海市闵行区吴中路1100号天弘商务楼1~2层,121.393009,31.18327
上海市闵行区海底捞火锅(爱琴海购物公园店),上海市闵行区海底捞火锅(爱琴海购物公园店),上海市闵行区虹井路120弄6号五层F520a~F521室,121.37959,31.181056
上海市闵行区海底捞火锅(漕宝路店),上海市闵行区海底捞火锅(漕宝路店),上海市闵行区漕宝路3299号宝龙城F1,121.360823,31.164026
上海市闵行区海底捞火锅(中庚漫游城店),上海市闵行区海底捞火锅(中庚漫游城店),上海市闵行区闵虹路8号(万源路与闵虹路交叉处)中庚漫游城F5,121.404251,31.137147
上海市徐汇区海底捞火锅(华山路店),上海市徐汇区海底捞火锅(华山路店),上海市徐汇区华山路2038号百联徐汇商业广场F5,121.443704,31.20365
上海市徐汇区海底捞火锅(光启城店),上海市徐汇区海底捞火锅(光启城店),上海市徐汇区宜山路455号光启城时尚购物中心F5,121.434713,31.190349
上海市长宁区海底捞火锅(虹桥南丰城店),上海市长宁区海底捞火锅(虹桥南丰城店),上海市长宁区天山路街道茅台社区遵义路100号虹桥南丰城F4,121.413916,31.213014
上海市普陀区海底捞火锅(118广场店),上海市普陀区海底捞火锅(118广场店),上海市普陀区金沙江路1685号118广场F3,121.384734,31.237923
上海市嘉定区海底捞火锅(曹安公路店),上海市嘉定区海底捞火锅(曹安公路店),上海市嘉定区曹安公路1688号盈嘉生活广场3层301-302室,121.37043,31.259838
上海市浦东新区海底捞火锅(东方懿德城店),上海市浦东新区海底捞火锅(东方懿德城店),上海市浦东新区懿行路603弄东方懿德城B座3层316~331号,121.51335,31.131892
上海市长宁区海底捞火锅(长宁路店),上海市长宁区海底捞火锅(长宁路店),上海市长宁区长宁路1018号龙之梦购物公园8楼8190号蓝中庭,121.423755,31.225365
上海市黄浦区海底捞火锅(魔都世茂广场店),上海市黄浦区海底捞火锅(魔都世茂广场店),上海市黄浦区南京东路世茂广场西区8楼803室,121.481923,31.240056
上海市黄浦区海底捞火锅(香港名都店),上海市黄浦区海底捞火锅(香港名都店),上海市黄浦区河南南路489号M2香港名都4楼401室,121.496542,31.22843
上海市黄浦区海底捞火锅(淮海路店),上海市黄浦区海底捞火锅(淮海路店),上海市黄浦区淮海中路918号百盛购物中心F8,121.466069,31.223694
上海市黄浦区海底捞火锅(打浦路店),上海市黄浦区海底捞火锅(打浦路店),上海市黄浦区打浦路1号金玉兰广场4楼(徐家汇路口),121.477515,31.211149
上海市黄浦区海底捞火锅(人民广场店),上海市黄浦区海底捞火锅(人民广场店),上海市黄浦区南京东路830号第一百货商店F5层,121.480901,31.241883
上海市黄浦区海底捞火锅(外滩店),上海市黄浦区海底捞火锅(外滩店),上海市黄浦区南京东路123号外滩中央长乐村5楼,121.494165,31.243954
上海市虹口区海底捞火锅(海宁路店),上海市虹口区海底捞火锅(海宁路店),上海市虹口区海宁路269号2楼,121.494139,31.256637
上海市静安区海底捞火锅(柳营路店),上海市静安区海底捞火锅(柳营路店),上海市静安区北京西路1068号3楼,121.461169,31.236634
上海市普陀区海底捞火锅(长寿路店),上海市普陀区海底捞火锅(长寿路店),上海市普陀区长寿路468号中环商务大厦四层,121.443204,31.246495
上海市普陀区海底捞火锅(大华店),上海市普陀区海底捞火锅(大华店),上海市普陀区大华一路239弄2号301室,121.421423,31.275119
上海市浦东新区海底捞火锅(览海国际店),上海市浦东新区海底捞火锅(览海国际店),上海市浦东新区世纪大道160号上海环球金融中心旁览海国际广场B2,121.515154,31.240605
上海市浦东新区海底捞火锅(巴黎春天浦建店),上海市浦东新区海底捞火锅(巴黎春天浦建店),上海市浦东新区浦建路118号巴黎春天F5,121.52646,31.21403
上海市杨浦区海底捞火锅(百联滨江店),上海市杨浦区海底捞火锅(百联滨江店),上海市杨浦区宁国路222号滨江百联购物中心3F,121.544071,31.271538
上海市浦东新区海底捞火锅(博山东路店),上海市浦东新区海底捞火锅(博山东路店),上海市浦东新区博山东路88号浦商百货4楼06-08号商铺,121.567154,31.254043
深圳市龙岗区海底捞火锅(志健时代广场店),深圳市龙岗区海底捞火锅(志健时代广场店),深圳市龙岗区茂盛路1号金沙摩尔F2,114.211799,22.652646
深圳市龙岗区海底捞火锅(龙岗星河时代店),深圳市龙岗区海底捞火锅(龙岗星河时代店),广东省深圳市龙岗区龙城街道爱联社区爱南路666号星河COCO ParkF5,114.235368,22.697295
深圳市龙岗区海底捞火锅(岁宝百货店),深圳市龙岗区海底捞火锅(岁宝百货店),广东省深圳市龙岗区龙城街道紫薇社区龙翔大道6045号岁宝Shirble plazaF3,114.243393,22.716944
深圳市龙岗区海底捞火锅(天玑城店),深圳市龙岗区海底捞火锅(天玑城店),广东省深圳市龙岗区龙岗大道6001号深圳天玑城F2,114.272762,22.73027
深圳市坪山区海底捞火锅(益田假日广场店),深圳市坪山区海底捞火锅(益田假日广场店),广东省深圳市坪山区坪山街道六联社区深汕路168号六和商业广场一期L2-33号,114.344965,22.698296
深圳市龙岗区海底捞火锅(天安云谷店),深圳市龙岗区海底捞火锅(天安云谷店),广东省深圳市龙岗区坂田街道居里夫人大道天安云谷产业园二期4栋201、202、301号,114.07543,22.666793
深圳市龙岗区海底捞火锅(麟恒广场店),深圳市龙岗区海底捞火锅(麟恒广场店),广东省深圳市龙岗区龙岗大道2999号麟恒中心广场二期二层208~209、213、233号商铺,114.191168,22.642291
深圳市龙岗区海底捞火锅(龙岗万达广场店),深圳市龙岗区海底捞火锅(龙岗万达广场店),广东省深圳市龙岗区平湖街道华南二道华南城4号交易广场万达广场F6,114.137409,22.680835
深圳市龙华区海底捞火锅(观澜湖新城店),深圳市龙华区海底捞火锅(观澜湖新城店),广东省深圳市龙华区观澜街道广培社区高尔夫大道8号观澜湖新城MH MALLF3,114.083183,22.728102
深圳市南山区海底捞火锅(太子广场店),深圳市南山区海底捞火锅(太子广场店),广东省深圳市南山区太子路4-36-37号太子广场二期4楼,113.920752,22.490178
深圳市南山区海底捞火锅(宝能太古城All city店),深圳市南山区海底捞火锅(宝能太古城All city店),深圳市南山区蛇口街道深圳湾社区中心路2233号宝能太古城北区NL309~301号,113.945561,22.507024
深圳市南山区海底捞火锅(南山京基百纳店),深圳市南山区海底捞火锅(南山京基百纳店),广东省深圳市南山区白石路2168号南山京基百纳广场F3层,113.975231,22.537518
深圳市福田区海底捞火锅(大中华店),深圳市福田区海底捞火锅(大中华店),广东省深圳市福田区福华三路卓越世纪中心四栋四楼L401、L402号,114.07143,22.537893
深圳市福田区海底捞火锅(卓越店),深圳市福田区海底捞火锅(卓越店),广东省深圳市福田区福华三路卓越世纪中心四栋四楼L401、L402号,114.07143,22.537893
深圳市福田区海底捞火锅(卓悦汇店),深圳市福田区海底捞火锅(卓悦汇店),广东省深圳市福田区中康路126号卓悦汇购物中心F2,114.067118,22.575089
深圳市罗湖区海底捞火锅(金光华店),深圳市罗湖区海底捞火锅(金光华店),广东省深圳市罗湖区南湖街道罗湖社区人民南路2028号金光华广场F6,114.127037,22.545908
深圳市罗湖区海底捞火锅(东门茂业店),深圳市罗湖区海底捞火锅(东门茂业店),广东省深圳市罗湖区东门街道东门社区东门中路2047号茂业百货F11,114.127644,22.553423
深圳市福田区海底捞火锅(华强北路店),深圳市福田区海底捞火锅(华强北路店),深圳市福田区华强北路2009号茂业百货F9,114.092491,22.551382
深圳市罗湖区海底捞火锅(水贝IBC店),深圳市罗湖区海底捞火锅(水贝IBC店),深圳市罗湖区东晓街道布心路3008号IBCMALL商场5层L7-10号,114.131132,22.580789
深圳市龙岗区海底捞火锅(丹竹头星悦天地店),深圳市龙岗区海底捞火锅(丹竹头星悦天地店),广东省深圳市龙岗区岭背路22-4号星悦天地时光里b1层,114.156313,22.625113
深圳市龙华区海底捞火锅(优城店),深圳市龙华区海底捞火锅(优城店),深圳市龙华区民治大道567号优城购物中心F4,114.043198,22.634065
